source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
paid,desktop,2024-11-28,8,8.0,7.0,2.0,0.0,0.0,0.875,0.2857,0.0,,0.0
paid,mobile,2024-11-28,10,10.0,7.0,3.0,1.0,1.0,0.7,0.4286,0.3333,1.0,0.1
paid,tablet,2024-11-28,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-28,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
email,desktop,2024-11-27,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-27,4,4.0,3.0,1.0,0.0,0.0,0.75,0.3333,0.0,,0.0
organic,desktop,2024-11-27,4,4.0,3.0,1.0,1.0,1.0,0.75,0.3333,1.0,1.0,0.25
organic,mobile,2024-11-27,18,18.0,16.0,4.0,2.0,2.0,0.8889,0.25,0.5,1.0,0.1111
paid,desktop,2024-11-27,6,6.0,4.0,1.0,1.0,1.0,0.6667,0.25,1.0,1.0,0.1667
paid,mobile,2024-11-27,10,10.0,9.0,3.0,2.0,1.0,0.9,0.3333,0.6667,0.5,0.1
referral,mobile,2024-11-27,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
referral,tablet,2024-11-27,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-26,6,6.0,5.0,3.0,2.0,2.0,0.8333,0.6,0.6667,1.0,0.3333
email,tablet,2024-11-26,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-26,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,mobile,2024-11-26,15,15.0,12.0,4.0,3.0,3.0,0.8,0.3333,0.75,1.0,0.2
organic,tablet,2024-11-26,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
paid,desktop,2024-11-26,5,5.0,4.0,2.0,0.0,0.0,0.8,0.5,0.0,,0.0
paid,mobile,2024-11-26,7,7.0,7.0,1.0,1.0,1.0,1.0,0.1429,1.0,1.0,0.1429
paid,tablet,2024-11-26,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
referral,desktop,2024-11-26,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-26,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-25,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-25,4,4.0,4.0,2.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2024-11-25,7,7.0,5.0,2.0,1.0,1.0,0.7143,0.4,0.5,1.0,0.1429
organic,mobile,2024-11-25,12,12.0,12.0,6.0,2.0,2.0,1.0,0.5,0.3333,1.0,0.1667
organic,tablet,2024-11-25,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
paid,desktop,2024-11-25,5,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,,0.0
paid,mobile,2024-11-25,16,16.0,12.0,4.0,0.0,0.0,0.75,0.3333,0.0,,0.0
referral,desktop,2024-11-25,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-25,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-24,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
email,mobile,2024-11-24,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-24,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
organic,mobile,2024-11-24,21,21.0,17.0,4.0,3.0,2.0,0.8095,0.2353,0.75,0.6667,0.0952
organic,tablet,2024-11-24,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
paid,desktop,2024-11-24,10,10.0,7.0,1.0,1.0,1.0,0.7,0.1429,1.0,1.0,0.1
paid,mobile,2024-11-24,10,10.0,9.0,4.0,3.0,3.0,0.9,0.4444,0.75,1.0,0.3
paid,tablet,2024-11-24,4,4.0,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25
referral,mobile,2024-11-24,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
email,desktop,2024-11-23,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
email,mobile,2024-11-23,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
organic,desktop,2024-11-23,5,5.0,4.0,1.0,1.0,1.0,0.8,0.25,1.0,1.0,0.2
organic,mobile,2024-11-23,19,19.0,17.0,5.0,3.0,3.0,0.8947,0.2941,0.6,1.0,0.1579
organic,tablet,2024-11-23,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
paid,desktop,2024-11-23,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
paid,mobile,2024-11-23,15,15.0,13.0,4.0,3.0,3.0,0.8667,0.3077,0.75,1.0,0.2
paid,tablet,2024-11-23,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,desktop,2024-11-23,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
referral,mobile,2024-11-23,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
email,desktop,2024-11-22,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
email,mobile,2024-11-22,4,4.0,2.0,1.0,0.0,0.0,0.5,0.5,0.0,,0.0
organic,desktop,2024-11-22,10,10.0,9.0,2.0,2.0,1.0,0.9,0.2222,1.0,0.5,0.1
organic,mobile,2024-11-22,13,13.0,9.0,5.0,2.0,2.0,0.6923,0.5556,0.4,1.0,0.1538
paid,desktop,2024-11-22,7,7.0,6.0,1.0,0.0,0.0,0.8571,0.1667,0.0,,0.0
paid,mobile,2024-11-22,10,10.0,7.0,2.0,1.0,1.0,0.7,0.2857,0.5,1.0,0.1
paid,tablet,2024-11-22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,desktop,2024-11-22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,mobile,2024-11-22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,tablet,2024-11-22,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-21,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-21,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
organic,desktop,2024-11-21,7,7.0,5.0,1.0,0.0,0.0,0.7143,0.2,0.0,,0.0
organic,mobile,2024-11-21,15,15.0,14.0,3.0,0.0,0.0,0.9333,0.2143,0.0,,0.0
organic,tablet,2024-11-21,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
paid,desktop,2024-11-21,5,5.0,3.0,2.0,1.0,0.0,0.6,0.6667,0.5,0.0,0.0
paid,mobile,2024-11-21,8,8.0,6.0,4.0,0.0,0.0,0.75,0.6667,0.0,,0.0
paid,tablet,2024-11-21,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
referral,mobile,2024-11-21,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2024-11-20,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-20,5,5.0,5.0,3.0,1.0,0.0,1.0,0.6,0.3333,0.0,0.0
email,tablet,2024-11-20,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
organic,desktop,2024-11-20,9,9.0,7.0,2.0,1.0,1.0,0.7778,0.2857,0.5,1.0,0.1111
organic,mobile,2024-11-20,11,11.0,11.0,3.0,2.0,1.0,1.0,0.2727,0.6667,0.5,0.0909
organic,tablet,2024-11-20,2,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
paid,desktop,2024-11-20,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
paid,mobile,2024-11-20,14,14.0,11.0,4.0,1.0,1.0,0.7857,0.3636,0.25,1.0,0.0714
paid,tablet,2024-11-20,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2024-11-19,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-19,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
organic,desktop,2024-11-19,10,10.0,9.0,1.0,1.0,0.0,0.9,0.1111,1.0,0.0,0.0
organic,mobile,2024-11-19,11,11.0,7.0,1.0,1.0,1.0,0.6364,0.1429,1.0,1.0,0.0909
organic,tablet,2024-11-19,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
paid,desktop,2024-11-19,7,7.0,5.0,4.0,2.0,2.0,0.7143,0.8,0.5,1.0,0.2857
paid,mobile,2024-11-19,14,14.0,13.0,3.0,2.0,2.0,0.9286,0.2308,0.6667,1.0,0.1429
paid,tablet,2024-11-19,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
referral,desktop,2024-11-19,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
referral,mobile,2024-11-19,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
email,desktop,2024-11-18,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,mobile,2024-11-18,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
organic,desktop,2024-11-18,5,5.0,4.0,2.0,1.0,1.0,0.8,0.5,0.5,1.0,0.2
organic,mobile,2024-11-18,19,19.0,15.0,6.0,3.0,3.0,0.7895,0.4,0.5,1.0,0.1579
paid,desktop,2024-11-18,8,8.0,7.0,2.0,1.0,1.0,0.875,0.2857,0.5,1.0,0.125
paid,mobile,2024-11-18,9,9.0,8.0,2.0,1.0,0.0,0.8889,0.25,0.5,0.0,0.0
referral,desktop,2024-11-18,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
referral,mobile,2024-11-18,3,3.0,3.0,1.0,1.0,0.0,1.0,0.3333,1.0,0.0,0.0
email,desktop,2024-11-17,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,mobile,2024-11-17,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2024-11-17,9,9.0,8.0,3.0,1.0,1.0,0.8889,0.375,0.3333,1.0,0.1111
organic,mobile,2024-11-17,18,18.0,15.0,7.0,4.0,4.0,0.8333,0.4667,0.5714,1.0,0.2222
organic,tablet,2024-11-17,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
paid,desktop,2024-11-17,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
paid,mobile,2024-11-17,15,15.0,12.0,6.0,1.0,1.0,0.8,0.5,0.1667,1.0,0.0667
referral,desktop,2024-11-17,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-17,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-16,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
email,mobile,2024-11-16,8,8.0,7.0,1.0,0.0,0.0,0.875,0.1429,0.0,,0.0
organic,desktop,2024-11-16,5,5.0,3.0,2.0,0.0,0.0,0.6,0.6667,0.0,,0.0
organic,mobile,2024-11-16,9,9.0,9.0,3.0,0.0,0.0,1.0,0.3333,0.0,,0.0
organic,tablet,2024-11-16,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
paid,desktop,2024-11-16,7,7.0,4.0,1.0,1.0,1.0,0.5714,0.25,1.0,1.0,0.1429
paid,mobile,2024-11-16,11,11.0,10.0,4.0,4.0,4.0,0.9091,0.4,1.0,1.0,0.3636
referral,tablet,2024-11-16,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-15,5,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,tablet,2024-11-15,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-15,6,6.0,6.0,1.0,0.0,0.0,1.0,0.1667,0.0,,0.0
organic,mobile,2024-11-15,18,18.0,16.0,9.0,6.0,5.0,0.8889,0.5625,0.6667,0.8333,0.2778
paid,desktop,2024-11-15,14,14.0,12.0,3.0,0.0,0.0,0.8571,0.25,0.0,,0.0
paid,mobile,2024-11-15,13,13.0,12.0,4.0,3.0,3.0,0.9231,0.3333,0.75,1.0,0.2308
paid,tablet,2024-11-15,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-15,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-14,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-14,5,5.0,4.0,2.0,1.0,1.0,0.8,0.5,0.5,1.0,0.2
organic,desktop,2024-11-14,7,7.0,5.0,0.0,0.0,0.0,0.7143,0.0,,,0.0
organic,mobile,2024-11-14,19,19.0,19.0,7.0,3.0,3.0,1.0,0.3684,0.4286,1.0,0.1579
organic,tablet,2024-11-14,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
paid,desktop,2024-11-14,4,4.0,3.0,1.0,1.0,1.0,0.75,0.3333,1.0,1.0,0.25
paid,mobile,2024-11-14,15,15.0,12.0,2.0,1.0,1.0,0.8,0.1667,0.5,1.0,0.0667
paid,tablet,2024-11-14,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-14,2,2.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,,0.0
referral,tablet,2024-11-14,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
email,mobile,2024-11-13,6,6.0,6.0,2.0,0.0,0.0,1.0,0.3333,0.0,,0.0
organic,desktop,2024-11-13,7,7.0,7.0,3.0,2.0,2.0,1.0,0.4286,0.6667,1.0,0.2857
organic,mobile,2024-11-13,18,18.0,10.0,3.0,1.0,1.0,0.5556,0.3,0.3333,1.0,0.0556
organic,tablet,2024-11-13,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
paid,desktop,2024-11-13,6,6.0,3.0,1.0,0.0,0.0,0.5,0.3333,0.0,,0.0
paid,mobile,2024-11-13,11,11.0,8.0,3.0,1.0,1.0,0.7273,0.375,0.3333,1.0,0.0909
paid,tablet,2024-11-13,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,desktop,2024-11-13,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
referral,mobile,2024-11-13,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-12,4,4.0,3.0,2.0,2.0,1.0,0.75,0.6667,1.0,0.5,0.25
email,mobile,2024-11-12,3,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0
email,tablet,2024-11-12,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
organic,desktop,2024-11-12,7,7.0,5.0,0.0,0.0,0.0,0.7143,0.0,,,0.0
organic,mobile,2024-11-12,17,17.0,12.0,3.0,0.0,0.0,0.7059,0.25,0.0,,0.0
paid,desktop,2024-11-12,7,7.0,6.0,2.0,0.0,0.0,0.8571,0.3333,0.0,,0.0
paid,mobile,2024-11-12,14,14.0,6.0,1.0,1.0,1.0,0.4286,0.1667,1.0,1.0,0.0714
referral,mobile,2024-11-12,4,4.0,4.0,1.0,0.0,0.0,1.0,0.25,0.0,,0.0
email,desktop,2024-11-11,5,5.0,3.0,0.0,0.0,0.0,0.6,0.0,,,0.0
email,mobile,2024-11-11,4,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,mobile,2024-11-11,22,22.0,13.0,3.0,2.0,2.0,0.5909,0.2308,0.6667,1.0,0.0909
paid,desktop,2024-11-11,6,6.0,5.0,3.0,2.0,2.0,0.8333,0.6,0.6667,1.0,0.3333
paid,mobile,2024-11-11,16,16.0,13.0,3.0,2.0,2.0,0.8125,0.2308,0.6667,1.0,0.125
referral,desktop,2024-11-11,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-11,4,4.0,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25
email,desktop,2024-11-10,2,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
email,mobile,2024-11-10,9,9.0,7.0,3.0,1.0,1.0,0.7778,0.4286,0.3333,1.0,0.1111
email,tablet,2024-11-10,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-10,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,mobile,2024-11-10,15,15.0,15.0,7.0,2.0,2.0,1.0,0.4667,0.2857,1.0,0.1333
organic,tablet,2024-11-10,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
paid,desktop,2024-11-10,5,5.0,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2
paid,mobile,2024-11-10,12,12.0,9.0,3.0,1.0,1.0,0.75,0.3333,0.3333,1.0,0.0833
referral,desktop,2024-11-10,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-10,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-09,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-09,4,4.0,2.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,tablet,2024-11-09,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-09,5,5.0,4.0,2.0,2.0,2.0,0.8,0.5,1.0,1.0,0.4
organic,mobile,2024-11-09,21,21.0,15.0,4.0,2.0,2.0,0.7143,0.2667,0.5,1.0,0.0952
organic,tablet,2024-11-09,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
paid,desktop,2024-11-09,4,4.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25
paid,mobile,2024-11-09,19,19.0,16.0,2.0,0.0,0.0,0.8421,0.125,0.0,,0.0
paid,tablet,2024-11-09,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,desktop,2024-11-09,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
referral,mobile,2024-11-09,7,7.0,4.0,2.0,2.0,2.0,0.5714,0.5,1.0,1.0,0.2857
email,desktop,2024-11-08,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-08,5,5.0,4.0,1.0,1.0,1.0,0.8,0.25,1.0,1.0,0.2
organic,desktop,2024-11-08,6,6.0,5.0,1.0,0.0,0.0,0.8333,0.2,0.0,,0.0
organic,mobile,2024-11-08,20,20.0,18.0,6.0,3.0,2.0,0.9,0.3333,0.5,0.6667,0.1
paid,desktop,2024-11-08,9,9.0,7.0,2.0,2.0,2.0,0.7778,0.2857,1.0,1.0,0.2222
paid,mobile,2024-11-08,10,10.0,9.0,3.0,1.0,1.0,0.9,0.3333,0.3333,1.0,0.1
paid,tablet,2024-11-08,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,desktop,2024-11-08,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-08,5,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,tablet,2024-11-08,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-07,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-07,5,5.0,3.0,1.0,0.0,0.0,0.6,0.3333,0.0,,0.0
organic,desktop,2024-11-07,4,4.0,4.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25
organic,mobile,2024-11-07,15,15.0,13.0,6.0,5.0,5.0,0.8667,0.4615,0.8333,1.0,0.3333
paid,desktop,2024-11-07,5,5.0,5.0,1.0,0.0,0.0,1.0,0.2,0.0,,0.0
paid,mobile,2024-11-07,16,16.0,15.0,3.0,0.0,0.0,0.9375,0.2,0.0,,0.0
paid,tablet,2024-11-07,3,3.0,2.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
referral,desktop,2024-11-07,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
referral,mobile,2024-11-07,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2024-11-06,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,mobile,2024-11-06,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
organic,desktop,2024-11-06,8,8.0,7.0,1.0,1.0,1.0,0.875,0.1429,1.0,1.0,0.125
organic,mobile,2024-11-06,17,17.0,14.0,5.0,3.0,1.0,0.8235,0.3571,0.6,0.3333,0.0588
organic,tablet,2024-11-06,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
paid,desktop,2024-11-06,8,8.0,4.0,2.0,0.0,0.0,0.5,0.5,0.0,,0.0
paid,mobile,2024-11-06,18,18.0,14.0,2.0,1.0,1.0,0.7778,0.1429,0.5,1.0,0.0556
paid,tablet,2024-11-06,2,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
referral,desktop,2024-11-06,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,mobile,2024-11-06,5,5.0,5.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2
referral,tablet,2024-11-06,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
email,desktop,2024-11-05,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
email,mobile,2024-11-05,4,4.0,3.0,0.0,0.0,0.0,0.75,0.0,,,0.0
email,tablet,2024-11-05,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-05,7,7.0,4.0,2.0,0.0,0.0,0.5714,0.5,0.0,,0.0
organic,mobile,2024-11-05,22,22.0,17.0,10.0,4.0,4.0,0.7727,0.5882,0.4,1.0,0.1818
paid,desktop,2024-11-05,5,5.0,4.0,1.0,1.0,0.0,0.8,0.25,1.0,0.0,0.0
paid,mobile,2024-11-05,17,17.0,13.0,4.0,2.0,2.0,0.7647,0.3077,0.5,1.0,0.1176
paid,tablet,2024-11-05,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,desktop,2024-11-05,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,mobile,2024-11-05,9,9.0,9.0,2.0,0.0,0.0,1.0,0.2222,0.0,,0.0
email,desktop,2024-11-04,2,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5
email,mobile,2024-11-04,7,7.0,7.0,2.0,1.0,1.0,1.0,0.2857,0.5,1.0,0.1429
email,tablet,2024-11-04,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2024-11-04,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,mobile,2024-11-04,30,30.0,24.0,8.0,2.0,2.0,0.8,0.3333,0.25,1.0,0.0667
organic,tablet,2024-11-04,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
paid,desktop,2024-11-04,4,4.0,2.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0
paid,mobile,2024-11-04,17,17.0,14.0,5.0,1.0,1.0,0.8235,0.3571,0.2,1.0,0.0588
paid,tablet,2024-11-04,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
referral,desktop,2024-11-04,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
referral,mobile,2024-11-04,6,6.0,4.0,0.0,0.0,0.0,0.6667,0.0,,,0.0
email,desktop,2024-11-03,4,4.0,4.0,1.0,0.0,0.0,1.0,0.25,0.0,,0.0
email,mobile,2024-11-03,13,13.0,10.0,3.0,0.0,0.0,0.7692,0.3,0.0,,0.0
organic,desktop,2024-11-03,6,6.0,5.0,3.0,0.0,0.0,0.8333,0.6,0.0,,0.0
organic,mobile,2024-11-03,21,21.0,20.0,5.0,2.0,1.0,0.9524,0.25,0.4,0.5,0.0476
organic,tablet,2024-11-03,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
paid,desktop,2024-11-03,5,5.0,5.0,1.0,0.0,0.0,1.0,0.2,0.0,,0.0
paid,mobile,2024-11-03,15,15.0,11.0,1.0,0.0,0.0,0.7333,0.0909,0.0,,0.0
paid,tablet,2024-11-03,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
referral,desktop,2024-11-03,4,4.0,4.0,1.0,0.0,0.0,1.0,0.25,0.0,,0.0
referral,mobile,2024-11-03,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
referral,tablet,2024-11-03,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2024-11-02,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
email,mobile,2024-11-02,6,6.0,3.0,1.0,1.0,1.0,0.5,0.3333,1.0,1.0,0.1667
organic,desktop,2024-11-02,11,11.0,10.0,6.0,1.0,1.0,0.9091,0.6,0.1667,1.0,0.0909
organic,mobile,2024-11-02,14,14.0,12.0,2.0,1.0,1.0,0.8571,0.1667,0.5,1.0,0.0714
organic,tablet,2024-11-02,5,5.0,5.0,1.0,0.0,0.0,1.0,0.2,0.0,,0.0
paid,desktop,2024-11-02,7,7.0,6.0,2.0,2.0,2.0,0.8571,0.3333,1.0,1.0,0.2857
paid,mobile,2024-11-02,20,20.0,18.0,6.0,3.0,3.0,0.9,0.3333,0.5,1.0,0.15
paid,tablet,2024-11-02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
referral,desktop,2024-11-02,4,4.0,3.0,2.0,1.0,1.0,0.75,0.6667,0.5,1.0,0.25
referral,mobile,2024-11-02,3,3.0,2.0,2.0,1.0,1.0,0.6667,1.0,0.5,1.0,0.3333
email,desktop,2024-11-01,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
email,mobile,2024-11-01,3,3.0,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.3333
organic,desktop,2024-11-01,13,13.0,11.0,1.0,1.0,1.0,0.8462,0.0909,1.0,1.0,0.0769
organic,mobile,2024-11-01,19,19.0,15.0,6.0,5.0,4.0,0.7895,0.4,0.8333,0.8,0.2105
organic,tablet,2024-11-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
paid,desktop,2024-11-01,6,6.0,4.0,2.0,1.0,1.0,0.6667,0.5,0.5,1.0,0.1667
paid,mobile,2024-11-01,18,18.0,16.0,2.0,0.0,0.0,0.8889,0.125,0.0,,0.0
paid,tablet,2024-11-01,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
referral,desktop,2024-11-01,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
